enrollment_id,tanggal_daftar,student_id,course_id,instructor_id
E00659,28/04/2025,S448,C018,I003
E00660,04/03/2025,S088,C034,I037
E00661,2025-03-20,S368,C043,I001
E00662,Mar 06 2025,S439,C017,I017
E00663,May 03 2025,S015,C021,I012
E00664,Apr 27 2025,S474,C018,I019
E00665,2025-03-27,S378,C056,I039
E00666,2025-04-19,S114,C051,I020
E00667,2025-02-05,S131,C040,I038
E00668,Jan 29 2025,S074,C010,I015
E00669,23/01/2025,S299,C053,I011
E00670,Feb 03 2025,S021,C048,I033
E00671,Jan 31 2025,S337,C022,I010
E00672,27/06/2025,S275,C010,I011
E00673,Jun 15 2025,S252,C008,I002
E00674,2025-02-12,S106,C042,I006
E00675,2025-06-22,S362,C060,I014
E00676,25/05/2025,S084,C040,I040
E00677,20/05/2025,S002,C028,I034
E00678,Jan 17 2025,S406,C058,I012
E00679,2025-04-24,S483,C038,I025
E00680,2025-06-24,S214,C013,I018
E00681,2025-04-19,S180,C045,I011
E00682,2025-05-16,S170,C027,I021
E00683,2025-05-08,S325,C023,I033
E00684,Feb 28 2025,S045,C057,I005
E00685,Feb 16 2025,S306,C005,I036
E00686,20/01/2025,S347,C050,I034
E00687,Apr 18 2025,S191,C024,I025
E00688,May 27 2025,S493,C008,I006
E00689,2025-06-07,S390,C021,I002
E00690,2025-03-09,S041,C044,I029
E00691,12/02/2025,S172,C024,I015
E00692,01/01/2025,S492,C036,I026
E00693,2025-03-09,S232,C051,I040
E00694,2025-03-20,S208,C041,I028
E00695,2025-02-15,S289,C017,I013
E00696,10/04/2025,S312,C041,I026
E00697,04/05/2025,S198,C047,I005
E00698,09/06/2025,S341,C011,I029
E00699,Jun 18 2025,S268,C045,I024
E00700,2025-05-25,S237,C027,I028
E00701,2025-05-19,S069,C044,I005
E00702,2025-01-05,S477,C027,I003
E00703,Jun 22 2025,S255,C039,I035
E00704,2025-03-26,S136,C031,I008
E00705,Apr 15 2025,S086,C051,I023
E00706,03/01/2025,S060,C003,I013
E00707,01/04/2025,S419,C027,I013
E00708,23/06/2025,S299,C031,I035
E00709,2025-04-13,S318,C059,I024
E00710,05/04/2025,S072,C032,I039
E00711,04/06/2025,S429,C002,I004
E00712,Mar 07 2025,S309,C021,I013
E00713,07/06/2025,S012,C016,I020
E00714,04/02/2025,S245,C030,I036
E00715,20/04/2025,S425,C026,I022
E00716,Jan 22 2025,S202,C027,I026
E00717,21/05/2025,S002,C059,I040
E00718,2025-05-31,S091,C043,I011
E00719,27/05/2025,S091,C053,I007
E00720,24/06/2025,S233,C037,I026
E00721,2025-04-19,S443,C013,I028
E00722,Mar 02 2025,S306,C047,I022
E00723,21/06/2025,S173,C032,I033
E00724,May 03 2025,S225,C023,I005
E00725,2025-05-06,S333,C013,I015
E00726,20/03/2025,S370,C024,I024
E00727,Jun 20 2025,S186,C050,I012
E00727,20/06/2025,S400,C045,I018
E00728,Jun 15 2025,S207,C042,I001
E00729,2025-01-15,S056,C027,I004
E00730,Jan 08 2025,S305,C052,I011
E00731,2025-03-11,S275,C009,I040
E00732,07/03/2025,S077,C005,I029
E00733,25/02/2025,S325,C038,I009
E00734,14/06/2025,S395,C043,I009
E00735,Apr 10 2025,S446,C055,I039
E00736,12/01/2025,S361,C052,I001
E00737,01/02/2025,S407,C030,I034
E00738,10/03/2025,S102,C026,I018
E00739,2025-05-11,S157,C045,I039
E00740,2025-03-09,S245,C006,I002
E00741,2025-06-16,S249,C025,I033
E00742,Jan 23 2025,S444,C049,I013
E00743,2025-05-30,S125,C036,I012
E00744,2025-05-30,S379,C033,I022
E00745,Feb 28 2025,S033,C056,I014
E00746,23/05/2025,S265,C054,I040
E00747,2025-05-01,S365,C044,I031
E00748,Feb 12 2025,S271,C017,I039
E00749,Mar 22 2025,S422,C014,I025
E00750,2025-03-23,S205,C010,I018
E00751,2025-04-12,S282,C001,I016
E00752,Mar 05 2025,S420,C007,I034
E00753,31/01/2025,S137,C019,I037
E00754,30/04/2025,S478,C022,I013
E00755,2025-03-15,S298,C021,I004
E00756,2025-04-16,S421,C043,I038
E00757,21/02/2025,S284,C057,I022
E00758,2025-06-12,S460,C017,I031
E00759,Apr 10 2025,S361,C012,I011
E00760,29/04/2025,S233,C030,I008
E00761,May 12 2025,S001,C023,I007
E00762,2025-03-23,S365,C016,I017
E00763,2025-01-12,S033,C050,I005
E00764,Feb 20 2025,S107,C041,I022
E00765,Feb 16 2025,S294,C056,I040
E00766,2025-06-16,S008,C037,I012
E00767,2025-01-18,S469,C042,I013
E00768,17/05/2025,S330,C021,I034
E00769,Jan 07 2025,S287,C013,I040
E00770,27/02/2025,S456,C039,I008
E00771,26/01/2025,S186,C037,I017
E00772,2025-03-05,S394,C014,I037
E00773,2025-03-15,S217,C059,I036
E00774,2025-05-24,S444,C054,I030
E00775,2025-03-27,S013,C034,I005
E00776,2025-03-23,S391,C057,I013
E00777,2025-05-23,S062,C021,I005
E00778,2025-05-22,S119,C023,I020
E00779,2025-06-26,S415,C047,I034
E00780,22/04/2025,S359,C048,I026
E00781,05/01/2025,S006,C058,I006
E00782,Mar 28 2025,S274,C033,I026
E00783,2025-05-24,S269,C005,I014
E00784,2025-04-23,S160,C012,I022
E00785,22/04/2025,S055,C042,I022
E00786,07/02/2025,S185,C004,I002
E00787,2025-04-28,S334,C033,I040
E00788,10/01/2025,S451,C042,I034
E00789,Apr 19 2025,S152,C038,I030
E00790,06/05/2025,S345,C036,I013
E00791,2025-02-10,S457,C005,I009
E00792,27/03/2025,S478,C033,I030
E00793,Apr 20 2025,S339,C059,I039
E00794,May 04 2025,S481,C028,I024
E00795,Feb 16 2025,S455,C008,I039
E00796,06/06/2025,S162,C056,I009
E00797,Apr 02 2025,S314,C003,I005
E00798,07/02/2025,S165,C044,I006
E00799,Apr 17 2025,S059,C016,I030
E00800,2025-01-01,S032,C048,I005
E00801,Jun 12 2025,S496,C019,I009
E00802,Apr 23 2025,S154,C014,I040
E00803,Jan 22 2025,S234,C023,I031
E00804,2025-03-24,S358,C013,I011
E00805,23/06/2025,S300,C017,I025
E00806,Feb 27 2025,S247,C038,I003
E00807,2025-01-31,S268,C056,I021
E00808,2025-05-07,S018,C015,I024
E00809,2025-04-28,S203,C002,I023
E00810,12/02/2025,S002,C050,I038
E00811,11/02/2025,S134,C057,I010
E00812,10/03/2025,S190,C021,I006
E00813,2025-04-11,S372,C018,I033
E00814,2025-03-18,S366,C047,I020
E00815,2025-05-25,S074,C026,I009
E00816,2025-06-08,S104,C029,I035
E00817,2025-02-20,S022,C025,I025
E00818,28/03/2025,S349,C040,I022
E00819,05/01/2025,S310,C049,I039
E00820,21/06/2025,S186,C045,I004
E00821,2025-04-21,S081,C011,I022
E00822,Feb 15 2025,S273,C048,I007
E00823,12/03/2025,S185,C029,I007
E00824,27/01/2025,S232,C039,I015
E00825,2025-06-26,S125,C043,I002
E00826,17/06/2025,S372,C009,I017
E00827,Mar 02 2025,S315,C024,I012
E00828,2025-04-23,S299,C049,I037
E00829,2025-01-17,S299,C019,I033
E00830,2025-04-21,S125,C036,I021
E00831,08/01/2025,S416,C047,I003
E00832,May 15 2025,S386,C041,I023
E00833,2025-04-01,S144,C010,I013
E00834,Mar 12 2025,S291,C032,I007
E00835,Apr 26 2025,S154,C051,I031
E00836,17/02/2025,S428,C001,I003
E00837,Mar 30 2025,S390,C053,I003
E00838,Apr 12 2025,S413,C026,I023
E00839,06/05/2025,S239,C012,I016
E00840,Mar 12 2025,S393,C001,I024
E00841,2025-06-21,S277,C051,I011
E00842,2025-06-16,S341,C060,I013
E00843,Jan 25 2025,S382,C016,I032
E00844,2025-05-04,S471,C057,I024
E00845,29/05/2025,S248,C009,I030
E00846,Jan 05 2025,S015,C042,I039
E00847,06/04/2025,S470,C008,I010
E00848,03/04/2025,S070,C035,I011
E00849,2025-06-11,S493,C011,I019
E00850,2025-06-04,S106,C004,I017
E00851,15/01/2025,S001,C042,I021
E00852,02/05/2025,S280,C044,I005
E00853,2025-02-08,S119,C021,I038
E00854,2025-06-20,S448,C021,I010
E00855,Apr 24 2025,S424,C042,I025
E00855,24/04/2025,S235,C037,I005
E00856,29/03/2025,S118,C040,I002
E00857,02/06/2025,S251,C018,I010
E00858,May 23 2025,S115,C044,I002
E00859,2025-06-27,S258,C001,I025
E00860,May 26 2025,S305,C021,I025
E00861,10/06/2025,S362,C024,I037
E00862,Jan 22 2025,S134,C059,I022
E00863,20/06/2025,S264,C003,I023
E00864,Mar 18 2025,S171,C015,I019
E00865,Feb 24 2025,S260,C036,I034
E00866,Mar 04 2025,S389,C009,I033
E00867,2025-05-13,S395,C046,I007
E00868,Apr 09 2025,S160,C023,I009
E00869,16/03/2025,S127,C048,I008
E00870,May 15 2025,S453,C024,I015
E00871,23/04/2025,S481,C021,I028
E00872,Mar 19 2025,S479,C038,I028
E00873,Mar 13 2025,S085,C010,I033
E00874,Feb 18 2025,S260,C006,I002
E00875,Feb 08 2025,S185,C057,I020
E00876,Apr 06 2025,S290,C016,I025
E00877,Jun 20 2025,S331,C024,I025
E00878,2025-01-23,S077,C009,I001
E00879,2025-03-13,S180,C035,I015
E00880,Apr 05 2025,S481,C046,I031
E00881,07/06/2025,S239,C006,I026
E00882,Apr 26 2025,S074,C051,I028
E00883,Mar 21 2025,S062,C016,I020
E00884,16/04/2025,S401,C046,I035
E00885,Jan 07 2025,S230,C031,I038
E00886,Feb 22 2025,S325,C002,I006
E00887,Apr 26 2025,S028,C023,I020
E00888,2025-04-18,S256,C017,I021
E00889,17/04/2025,S115,C053,I011
E00890,Apr 11 2025,S013,C034,I019
E00891,2025-03-15,S059,C039,I026
E00892,2025-06-29,S226,C023,I008
E00893,09/01/2025,S226,C008,I028
E00894,2025-05-23,S325,C004,I025
E00895,23/05/2025,S315,C028,I031
E00896,Feb 02 2025,S155,C007,I015
E00897,21/02/2025,S003,C029,I008
E00898,2025-05-07,S235,C035,I029
E00899,2025-05-18,S166,C014,I004
E00900,May 09 2025,S242,C002,I017
E00901,Apr 10 2025,S197,C029,I011
E00902,18/01/2025,S192,C008,I028
E00903,31/05/2025,S143,C052,I010
E00904,08/05/2025,S040,C047,I033
E00905,22/01/2025,S414,C003,I027
E00906,2025-05-13,S299,C032,I034
E00907,2025-06-13,S242,C015,I031
E00908,Mar 17 2025,S222,C060,I022
E00909,Jan 01 2025,S213,C046,I030
E00910,Feb 05 2025,S202,C060,I035
E00911,2025-01-24,S152,C035,I006
E00912,May 27 2025,S256,C052,I009
E00913,Apr 06 2025,S067,C052,I034
E00914,26/04/2025,S026,C001,I001
E00915,Mar 20 2025,S372,C026,I003
E00916,May 20 2025,S281,C030,I018
E00917,24/03/2025,S300,C045,I013
E00918,2025-05-11,S334,C050,I012
E00919,May 28 2025,S134,C058,I030
E00920,Jan 09 2025,S238,C030,I006
E00921,2025-01-06,S089,C016,I033
E00922,Apr 17 2025,S113,C053,I024
E00923,24/01/2025,S450,C048,I012
E00924,08/03/2025,S404,C003,I001
E00925,2025-01-30,S180,C032,I036
E00926,20/06/2025,S297,C025,I018
E00927,Mar 29 2025,S281,C035,I022
E00928,2025-05-13,S181,C030,I005
E00929,30/03/2025,S126,C005,I003
E00930,2025-03-08,S091,C015,I024
E00931,2025-04-09,S029,C055,I020
E00932,2025-05-28,S016,C059,I024
E00933,Jun 24 2025,S204,C016,I023
E00934,30/06/2025,S389,C022,I040
E00935,2025-02-15,S367,C001,I014
E00936,Jan 07 2025,S221,C036,I008
E00937,Feb 11 2025,S412,C033,I038
E00938,2025-05-26,S362,C022,I036
E00939,Feb 06 2025,S347,C057,I019
E00940,2025-06-29,S410,C048,I002
E00941,Apr 25 2025,S274,C035,I014
E00942,Feb 07 2025,S358,C010,I014
E00943,10/03/2025,S102,C007,I007
E00944,2025-04-24,S170,C050,I010
E00945,2025-03-18,S151,C003,I031
E00945,18/03/2025,S455,C050,I019
E00946,May 26 2025,S220,C032,I035
E00947,2025-03-17,S340,C020,I028
E00948,Apr 09 2025,S137,C038,I027
E00949,2025-01-18,S069,C031,I011
E00950,Feb 02 2025,S472,C019,I002
E00951,11/05/2025,S095,C016,I036
E00952,26/01/2025,S101,C030,I025
E00953,Apr 13 2025,S307,C047,I010
E00954,Feb 14 2025,S327,C031,I033
E00954,2025-02-14,S301,C030,I014
E00955,09/02/2025,S415,C009,I003
E00956,2025-04-12,S263,C011,I008
E00957,18/05/2025,S252,C035,I027
E00958,May 06 2025,S004,C027,I028
E00959,06/04/2025,S394,C009,I036
E00960,28/01/2025,S084,C002,I013
E00961,25/02/2025,S323,C002,I017
E00962,04/02/2025,S149,C059,I022
E00963,Feb 14 2025,S420,C048,I032
E00963,2025-02-14,S337,C050,I006
E00964,04/06/2025,S254,C035,I035
E00965,2025-02-09,S129,C011,I007
E00965,09/02/2025,S281,C039,I019
E00966,28/05/2025,S424,C044,I026
E00967,04/03/2025,S489,C019,I017
E00968,Feb 14 2025,S202,C045,I022
E00969,May 18 2025,S262,C041,I027
E00970,Feb 22 2025,S203,C013,I003
E00971,2025-04-20,S325,C039,I029
E00972,2025-02-23,S166,C004,I025
E00973,2025-06-30,S445,C044,I008
E00974,Jan 06 2025,S190,C008,I003
E00975,Jun 12 2025,S386,C053,I026
E00976,Jan 13 2025,S170,C034,I038
E00977,2025-06-01,S280,C040,I002
E00978,Jun 12 2025,S135,C033,I013
E00979,Apr 18 2025,S441,C025,I004
E00980,2025-06-01,S007,C024,I016
E00981,Mar 16 2025,S064,C014,I036
E00982,Apr 03 2025,S081,C045,I003
E00983,2025-03-21,S008,C059,I009
E00984,May 16 2025,S272,C038,I020
E00985,07/05/2025,S322,C051,I015
E00986,2025-04-01,S103,C003,I018
E00987,08/01/2025,S155,C002,I025
E00988,2025-05-31,S243,C047,I021
E00989,25/02/2025,S258,C060,I011
E00990,2025-03-28,S297,C035,I038
E00991,18/04/2025,S301,C029,I019
E00992,22/02/2025,S350,C054,I025
E00993,May 02 2025,S263,C047,I009
E00994,08/04/2025,S063,C042,I030
E00995,Feb 13 2025,S150,C042,I013
E00996,28/04/2025,S208,C003,I024
E00997,Apr 08 2025,S067,C024,I008
E00998,Jun 19 2025,S193,C028,I020
E00998,2025-06-19,S494,C055,I020
E00999,2025-06-02,S288,C052,I037
E01000,2025-01-11,S050,C013,I010
E01001,Jan 05 2025,S021,C031,I005
E01002,2025-03-07,S061,C052,I013
E01003,05/06/2025,S459,C050,I022
E01004,2025-01-08,S315,C035,I021
E01005,20/03/2025,S090,C025,I004
E01006,Jan 13 2025,S002,C031,I016
E01007,31/03/2025,S123,C020,I030
E01008,2025-05-19,S258,C053,I007
E01009,2025-05-04,S085,C023,I017
E01010,May 30 2025,S049,C019,I021
E01011,Jun 06 2025,S385,C002,I013
E01012,08/02/2025,S250,C033,I004
E01013,Mar 20 2025,S127,C030,I022
E01014,28/01/2025,S426,C049,I028
E01015,May 20 2025,S270,C037,I016
E01016,07/04/2025,S158,C024,I024
E01017,Jun 03 2025,S130,C039,I010
E01018,08/04/2025,S064,C027,I010
E01019,Feb 05 2025,S337,C019,I006
E01020,2025-05-02,S375,C011,I001
E01021,02/02/2025,S125,C047,I029
E01022,May 14 2025,S040,C042,I031
E01023,2025-03-09,S112,C013,I009
E01024,2025-01-10,S400,C036,I025
E01025,2025-05-14,S218,C035,I036
E01026,Apr 14 2025,S199,C023,I023
E01027,2025-06-17,S267,C043,I001
E01028,2025-03-22,S284,C054,I006
E01029,01/03/2025,S212,C040,I014
E01030,Feb 08 2025,S365,C025,I017
E01031,17/05/2025,S053,C018,I037
E01032,2025-04-26,S457,C023,I040
E01033,30/06/2025,S279,C036,I002
E01034,25/01/2025,S397,C056,I025
E01035,2025-05-24,S425,C030,I033
E01036,May 20 2025,S212,C041,I024
E01037,Apr 28 2025,S388,C029,I001
E01038,May 04 2025,S266,C031,I016
E01039,30/05/2025,S297,C006,I003
E01040,10/03/2025,S367,C040,I020
E01041,2025-02-01,S405,C028,I002
E01042,2025-03-01,S169,C037,I008
E01043,07/04/2025,S061,C028,I005
E01044,Jan 04 2025,S047,C003,I001
E01045,2025-03-17,S209,C027,I010
E01046,27/01/2025,S235,C030,I002
E01047,02/01/2025,S277,C015,I004
E01048,2025-03-07,S311,C036,I027
E01049,24/05/2025,S163,C021,I016
E01050,06/01/2025,S154,C018,I008
E01051,Jun 25 2025,S069,C037,I004
E01052,May 05 2025,S097,C060,I027
E01053,May 02 2025,S372,C038,I026
E01054,Mar 17 2025,S138,C031,I039
E01055,Feb 25 2025,S232,C038,I032
E01056,Feb 24 2025,S034,C016,I012
E01057,Apr 09 2025,S101,C016,I004
E01058,2025-04-16,S215,C030,I032
E01059,Jan 27 2025,S030,C050,I013
E01060,Jun 08 2025,S305,C031,I006
E01060,2025-06-08,S288,C017,I011
E01061,Jun 04 2025,S248,C030,I036
E01062,Feb 17 2025,S204,C011,I036
E01063,Jan 21 2025,S288,C045,I009
E01064,11/01/2025,S325,C019,I008
E01065,Apr 13 2025,S450,C042,I035
E01066,2025-05-22,S477,C013,I008
E01067,Apr 07 2025,S467,C040,I009
E01068,Apr 27 2025,S321,C022,I012
E01069,2025-04-13,S062,C006,I037
E01070,2025-01-02,S058,C046,I012
E01071,Mar 11 2025,S157,C038,I011
E01071,Mar 11 2025,S126,C041,I015
E01072,05/05/2025,S325,C003,I020
E01073,17/06/2025,S479,C039,I018
E01074,2025-02-16,S102,C042,I018
E01074,16/02/2025,S415,C004,I035
E01075,Apr 06 2025,S101,C040,I011
E01076,Feb 05 2025,S026,C040,I021
E01077,2025-05-03,S202,C043,I021
E01078,Apr 21 2025,S478,C019,I011
E01079,2025-06-27,S365,C007,I032
E01080,2025-01-05,S131,C010,I033
E01081,23/02/2025,S289,C048,I019
E01082,2025-03-13,S410,C060,I012
E01083,2025-05-24,S304,C059,I013
E01084,Apr 03 2025,S018,C005,I025
E01085,24/04/2025,S232,C019,I016
E01086,2025-04-05,S256,C015,I005
E01087,22/04/2025,S006,C025,I040
E01088,2025-04-03,S216,C012,I016
E01089,Apr 28 2025,S022,C009,I025
E01090,24/01/2025,S294,C045,I004
E01091,2025-02-22,S373,C004,I036
E01092,2025-01-11,S359,C026,I035
E01093,28/05/2025,S148,C029,I029
E01094,08/01/2025,S035,C053,I032
E01095,2025-01-05,S330,C059,I005
E01096,06/06/2025,S375,C012,I040
E01097,Mar 01 2025,S338,C007,I012
E01098,20/05/2025,S497,C046,I037
E01099,Apr 05 2025,S328,C019,I003
E01100,Jan 20 2025,S379,C003,I024
E01101,May 28 2025,S269,C021,I009
E01102,2025-04-24,S308,C058,I010
E01103,Jun 24 2025,S182,C020,I031
E01104,07/02/2025,S413,C042,I023
E01105,20/06/2025,S368,C031,I013
E01106,30/06/2025,S442,C048,I021
E01107,Feb 04 2025,S239,C010,I038
E01108,May 07 2025,S251,C033,I017
E01109,2025-01-12,S347,C007,I018
E01110,06/04/2025,S468,C048,I025
E01111,2025-02-26,S469,C046,I004
E01112,26/01/2025,S109,C052,I012
E01113,22/02/2025,S498,C005,I014
E01114,Jan 13 2025,S407,C057,I028
E01114,13/01/2025,S497,C047,I035
E01115,06/03/2025,S240,C043,I034
E01116,2025-06-24,S342,C058,I038
E01117,Apr 27 2025,S017,C033,I003
E01118,02/02/2025,S401,C059,I003
E01119,24/03/2025,S041,C043,I003
E01120,16/01/2025,S362,C044,I002
E01121,Apr 08 2025,S026,C039,I037
E01122,Jan 09 2025,S398,C030,I024
E01123,May 13 2025,S372,C023,I008
E01124,Jan 01 2025,S375,C032,I014
E01125,Mar 30 2025,S145,C040,I017
E01126,Jun 04 2025,S491,C019,I019
E01127,23/05/2025,S132,C050,I013
E01128,2025-02-15,S326,C012,I008
E01129,21/04/2025,S087,C049,I030
E01130,May 11 2025,S462,C020,I030
E01131,13/01/2025,S099,C058,I009
E01132,Jun 16 2025,S035,C035,I013
E01133,Apr 26 2025,S332,C034,I027
E01134,Jan 25 2025,S189,C049,I008
E01135,2025-04-15,S005,C058,I035
E01136,29/05/2025,S296,C047,I003
E01137,2025-03-14,S370,C010,I028
E01138,2025-02-26,S280,C001,I023
E01139,03/05/2025,S450,C045,I032
E01140,04/04/2025,S235,C049,I005
E01141,13/02/2025,S219,C025,I012
E01142,Jun 30 2025,S211,C049,I030
E01143,Mar 10 2025,S433,C008,I004
E01144,2025-03-22,S288,C052,I003
E01145,2025-06-18,S011,C053,I018
E01146,Feb 02 2025,S118,C031,I015
E01147,May 30 2025,S164,C007,I010
E01148,06/04/2025,S325,C029,I006
E01149,18/02/2025,S308,C044,I003
E01150,21/02/2025,S458,C051,I020
E01151,Apr 13 2025,S032,C044,I029
E01152,Apr 11 2025,S446,C037,I039
E01153,04/01/2025,S094,C017,I038
E01154,Mar 11 2025,S111,C028,I017
E01155,Feb 16 2025,S294,C047,I017
E01156,2025-01-16,S311,C050,I025
E01157,19/01/2025,S262,C032,I010
E01158,Mar 14 2025,S373,C034,I018
E01159,May 11 2025,S408,C033,I004
E01160,May 05 2025,S215,C045,I031
E01161,2025-05-23,S174,C019,I035
E01162,Apr 30 2025,S249,C048,I025
E01163,Jun 10 2025,S030,C034,I028
E01164,2025-04-03,S032,C055,I018
E01165,2025-06-25,S246,C052,I027
E01166,28/02/2025,S123,C043,I038
E01167,23/06/2025,S193,C011,I040
E01168,2025-06-04,S451,C010,I015
E01169,Jan 14 2025,S292,C009,I040
E01170,2025-05-06,S124,C010,I020
E01171,29/01/2025,S430,C022,I031
E01172,Jun 16 2025,S214,C048,I024
E01173,22/03/2025,S064,C001,I004
E01174,2025-01-07,S462,C028,I026
E01175,19/01/2025,S206,C022,I039
E01176,13/05/2025,S499,C046,I039
E01177,15/01/2025,S303,C034,I028
E01178,Apr 12 2025,S056,C045,I010
E01179,2025-06-10,S408,C058,I031
E01179,10/06/2025,S158,C048,I015
E01180,Jan 10 2025,S423,C025,I017
E01181,Mar 14 2025,S400,C045,I032
E01182,15/04/2025,S402,C059,I024
E01183,12/04/2025,S445,C026,I016
E01184,28/04/2025,S014,C042,I014
E01185,13/02/2025,S057,C027,I029
E01186,2025-03-15,S330,C001,I019
E01187,Feb 22 2025,S231,C012,I035
E01188,Mar 29 2025,S070,C045,I040
E01189,26/04/2025,S464,C058,I024
E01190,Jun 06 2025,S477,C039,I011
E01191,01/05/2025,S379,C007,I026
E01192,2025-02-03,S468,C048,I020
E01193,2025-06-06,S199,C057,I020
E01194,24/06/2025,S027,C003,I023
E01195,Jan 15 2025,S372,C039,I012
E01196,28/03/2025,S401,C022,I018
E01197,08/03/2025,S450,C018,I025
E01198,09/05/2025,S322,C028,I004
E01199,2025-05-19,S489,C043,I019
E01200,17/01/2025,S348,C037,I014
E01201,Jun 13 2025,S088,C052,I022
E01202,07/04/2025,S140,C008,I005
E01203,11/03/2025,S176,C002,I025
E01204,Apr 09 2025,S409,C012,I017
E01205,18/01/2025,S162,C060,I033
E01206,2025-01-09,S468,C048,I004
E01207,2025-02-11,S179,C038,I018
E01208,2025-02-08,S105,C045,I036
E01209,2025-06-15,S433,C060,I010
E01210,2025-02-15,S386,C050,I028
E01211,2025-03-01,S457,C022,I036
E01212,2025-04-18,S267,C049,I027
E01213,2025-01-07,S455,C016,I013
E01214,01/05/2025,S404,C012,I015
E01215,2025-06-03,S263,C030,I004
E01216,Mar 15 2025,S450,C034,I001
E01217,Apr 13 2025,S003,C047,I023
E01218,Apr 06 2025,S319,C047,I018
E01219,06/02/2025,S404,C043,I009
E01220,Mar 22 2025,S202,C055,I035
E01221,21/05/2025,S410,C014,I012
E01222,2025-02-21,S413,C033,I025
E01223,Jan 23 2025,S381,C007,I016
E01224,15/03/2025,S196,C011,I025
E01225,08/04/2025,S345,C032,I040
E01226,2025-02-26,S255,C019,I035
E01227,Apr 22 2025,S026,C004,I030
E01228,15/04/2025,S018,C053,I015
E01228,Apr 15 2025,S370,C007,I017
E01229,May 10 2025,S020,C019,I032
E01230,2025-02-26,S324,C047,I033
E01231,2025-01-10,S173,C002,I021
E01232,05/04/2025,S468,C025,I006
E01233,21/05/2025,S431,C044,I009
E01234,2025-04-07,S078,C014,I035
E01235,May 17 2025,S300,C015,I024
E01236,2025-04-09,S137,C045,I003
E01237,14/03/2025,S182,C032,I002
E01238,04/02/2025,S409,C048,I033
E01239,Mar 18 2025,S323,C040,I038
E01240,2025-03-18,S018,C006,I032
E01240,18/03/2025,S431,C021,I017
E01241,2025-04-17,S060,C018,I016
E01242,02/01/2025,S376,C041,I025
E01243,12/01/2025,S268,C036,I025
E01244,2025-03-26,S369,C052,I004
E01245,2025-04-10,S414,C009,I023
E01246,2025-05-25,S087,C007,I039
E01247,2025-03-03,S442,C015,I035
E01248,2025-01-29,S017,C005,I024
E01249,2025-06-16,S295,C057,I020
E01250,2025-06-21,S344,C046,I021
E01251,2025-02-17,S039,C031,I003
E01252,Jun 23 2025,S313,C056,I004
E01252,Jun 23 2025,S244,C016,I001
E01253,07/05/2025,S397,C042,I014
E01254,May 08 2025,S349,C018,I017
E01255,17/04/2025,S491,C018,I033
E01256,24/03/2025,S122,C012,I026
E01257,2025-05-20,S470,C017,I023
E01258,2025-04-20,S139,C037,I020
E01259,2025-03-14,S168,C060,I005
E01260,2025-01-20,S374,C038,I028
E01261,2025-06-02,S213,C011,I001
E01262,Mar 01 2025,S313,C054,I013
E01263,Apr 29 2025,S300,C019,I027
E01264,30/03/2025,S329,C053,I037
E01265,30/01/2025,S100,C003,I008
E01266,May 19 2025,S482,C057,I024
E01267,Jan 18 2025,S221,C001,I029
E01268,Mar 10 2025,S118,C005,I003
E01269,Jan 10 2025,S048,C030,I022
E01270,Jun 24 2025,S277,C038,I002
E01271,Jun 03 2025,S272,C040,I012
E01272,03/03/2025,S074,C013,I034
E01273,Jan 18 2025,S476,C036,I005
E01274,Mar 29 2025,S039,C052,I016
E01275,07/03/2025,S169,C033,I008
E01276,21/01/2025,S324,C028,I021
E01277,11/06/2025,S017,C031,I038
E01278,Feb 14 2025,S314,C051,I011
E01279,2025-01-30,S359,C001,I018
E01280,May 18 2025,S287,C014,I011
E01281,Apr 04 2025,S029,C032,I010
E01282,03/03/2025,S093,C007,I030
E01283,28/05/2025,S045,C058,I034
E01284,2025-05-24,S315,C046,I040
E01285,Mar 07 2025,S450,C022,I014
E01286,Mar 30 2025,S474,C030,I004
E01287,18/04/2025,S430,C012,I025
E01288,May 12 2025,S478,C007,I032
E01289,2025-03-21,S342,C025,I006
E01290,04/06/2025,S493,C001,I015
E01291,2025-05-20,S456,C051,I012
E01292,Jan 25 2025,S198,C038,I031
E01293,2025-03-02,S323,C023,I007
E01294,Feb 17 2025,S024,C010,I004
E01295,2025-05-22,S068,C028,I018
E01296,06/06/2025,S469,C017,I020
E01297,2025-02-06,S342,C036,I009
E01298,2025-04-19,S251,C016,I034
E01299,03/03/2025,S244,C028,I018
E01300,2025-04-08,S211,C014,I004
E01301,Jun 15 2025,S399,C036,I014
E01302,09/03/2025,S391,C024,I012
E01303,12/01/2025,S121,C017,I006
E01304,Mar 24 2025,S340,C033,I011
E01305,2025-02-21,S430,C016,I029
E01306,2025-05-10,S079,C002,I007
E01307,10/01/2025,S325,C036,I002
E01308,2025-05-07,S499,C003,I012
E01309,01/02/2025,S254,C004,I027
E01310,24/06/2025,S148,C007,I015
E01311,16/05/2025,S088,C006,I003
E01312,Jan 20 2025,S099,C038,I020
E01313,10/01/2025,S221,C016,I007
E01314,10/05/2025,S315,C029,I002
E01315,13/03/2025,S403,C018,I016
E01316,May 24 2025,S496,C012,I027
E01317,2025-01-21,S325,C057,I040
E01318,May 27 2025,S108,C023,I030
E01319,Apr 30 2025,S482,C027,I033
E01320,07/03/2025,S247,C027,I005
E01321,Apr 29 2025,S102,C042,I011
